comment_id,ticket_id,author_id,author_type,comment_text,created_at
229,85,11,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-11 03:26:17.60549
230,86,1,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-10 03:26:17.60549
231,87,10,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-04 03:26:17.60549
232,88,16,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-07 03:26:17.60549
233,91,2,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-12 03:26:17.60549
234,93,5,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-13 03:26:17.60549
235,94,7,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-06 03:26:17.60549
236,95,15,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-20 03:26:17.60549
237,96,2,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-10-27 03:26:17.60549
238,97,11,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-10-26 03:26:17.60549
239,99,8,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-13 03:26:17.60549
240,102,13,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-15 03:26:17.60549
241,105,15,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-15 03:26:17.60549
242,107,11,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-12 03:26:17.60549
243,108,17,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-10-22 03:26:17.60549
244,110,18,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-07 03:26:17.60549
245,112,5,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-15 03:26:17.60549
246,113,16,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-23 03:26:17.60549
247,114,9,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-20 03:26:17.60549
248,115,11,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-10-24 03:26:17.60549
249,116,20,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-25 03:26:17.60549
250,117,19,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-19 03:26:17.60549
251,118,5,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-02 03:26:17.60549
252,119,14,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-23 03:26:17.60549
253,120,17,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-10-31 03:26:17.60549
254,121,4,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-17 03:26:17.60549
255,122,12,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-21 03:26:17.60549
256,123,8,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-27 03:26:17.60549
257,124,13,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-05 03:26:17.60549
258,126,6,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-10 03:26:17.60549
259,131,12,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-26 03:26:17.60549
260,135,15,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-09 03:26:17.60549
261,140,20,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-03 03:26:17.60549
262,142,6,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-13 03:26:17.60549
263,143,10,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-01 03:26:17.60549
264,144,6,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-01 03:26:17.60549
265,145,19,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-15 03:26:17.60549
266,146,17,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-10-26 03:26:17.60549
267,147,10,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-12 03:26:17.60549
268,148,12,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-10-24 03:26:17.60549
269,149,5,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-15 03:26:17.60549
270,152,13,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-02 03:26:17.60549
271,154,16,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-10-30 03:26:17.60549
272,156,17,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-10-24 03:26:17.60549
273,158,11,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-12 03:26:17.60549
274,159,4,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-06 03:26:17.60549
275,160,12,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-14 03:26:17.60549
276,161,5,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-12 03:26:17.60549
277,163,13,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-09 03:26:17.60549
278,165,2,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-10-30 03:26:17.60549
279,169,3,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-16 03:26:17.60549
280,170,9,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-25 03:26:17.60549
281,171,4,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-01 03:26:17.60549
282,173,6,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-05 03:26:17.60549
283,175,16,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-24 03:26:17.60549
284,176,16,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-12 03:26:17.60549
285,177,11,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-01 03:26:17.60549
286,178,14,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-12 03:26:17.60549
287,179,2,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-10-28 03:26:17.60549
288,183,9,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-13 03:26:17.60549
289,184,3,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-14 03:26:17.60549
290,186,10,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-23 03:26:17.60549
291,192,6,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-02 03:26:17.60549
292,193,12,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-16 03:26:17.60549
293,196,4,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-10-21 03:26:17.60549
294,197,10,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-20 03:26:17.60549
295,199,13,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-10 03:26:17.60549
296,200,19,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-01 03:26:17.60549
